class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
Open_hand,0.210842133,0.87866056,6.60E-07,0.28255114,0.821438789,-0.021563157,0.334895551,0.737648308,-0.029574446,0.365655899,0.666627705,-0.037656754,0.392484218,0.610186696,-0.046183832,0.28333357,0.618754745,-0.010835811,0.313246548,0.522432208,-0.031843193,0.332904667,0.463123679,-0.050986569,0.349849015,0.413703471,-0.064118259,0.236202568,0.607317805,-0.016392175,0.250118852,0.494910717,-0.033198949,0.261793435,0.424726427,-0.051140677,0.272657692,0.36623764,-0.064075135,0.191867054,0.620772123,-0.025983008,0.196455285,0.515965462,-0.043921251,0.203888178,0.445723295,-0.058405515,0.214850783,0.385768861,-0.068476669,0.146937624,0.655911982,-0.037987188,0.134446785,0.57776314,-0.056559913,0.132457718,0.522663355,-0.064828046,0.136088327,0.47156918,-0.069194227
Open_hand,0.880365431,0.847115755,3.04E-07,0.802743793,0.812355638,-0.019383706,0.740506768,0.745876014,-0.027455708,0.700578451,0.688407958,-0.035736836,0.671014369,0.634644687,-0.043608718,0.771325052,0.620144129,-0.003530378,0.733493805,0.53750658,-0.021547513,0.71159482,0.48846221,-0.039263256,0.694064796,0.440432847,-0.052956428,0.813898921,0.595944643,-0.010152946,0.788832724,0.493375182,-0.024273239,0.772051752,0.430425942,-0.041266486,0.756155133,0.373753875,-0.054560978,0.858980417,0.594659984,-0.021215705,0.843810081,0.49866271,-0.037133221,0.831287861,0.439367384,-0.049246904,0.816730678,0.38583383,-0.058115937,0.905715168,0.61146003,-0.034681015,0.898202121,0.532218754,-0.049222834,0.889707923,0.481506974,-0.054404758,0.878729999,0.433834434,-0.057829015
Open_hand,0.186707318,0.847602785,6.40E-07,0.262351662,0.79342258,-0.022779852,0.317168891,0.710046828,-0.031149754,0.350246847,0.638858736,-0.039388698,0.375841051,0.584657192,-0.048025969,0.266898125,0.591707468,-0.012853405,0.294676155,0.495918751,-0.03398234,0.313156486,0.435881853,-0.053164266,0.32937324,0.385586768,-0.06615258,0.219143778,0.580663562,-0.017728331,0.231921688,0.467571795,-0.034881644,0.243255466,0.394336551,-0.052495357,0.254304439,0.334199578,-0.065097898,0.173829168,0.593345761,-0.026741641,0.177545816,0.487928629,-0.04432521,0.186471313,0.41806379,-0.058155507,0.198931485,0.359104991,-0.067509949,0.127804995,0.625807047,-0.038412377,0.118470415,0.54522562,-0.055561181,0.11757867,0.490468472,-0.062770776,0.121931091,0.440116346,-0.066565014
Open_hand,0.874364614,0.827614605,3.08E-07,0.797168434,0.791951656,-0.019239418,0.735081375,0.723945737,-0.02713201,0.694771945,0.666697383,-0.035104632,0.664164066,0.616009057,-0.042916536,0.767932236,0.602195144,-0.004942283,0.731883883,0.518913567,-0.022785027,0.710864127,0.469319105,-0.040182825,0.693790913,0.421705246,-0.053501271,0.811283946,0.578424275,-0.011460794,0.787461877,0.473815918,-0.025226124,0.771666646,0.410200477,-0.041262764,0.756550014,0.354046434,-0.053723786,0.856662095,0.577254772,-0.022285258,0.840468109,0.480179071,-0.037918687,0.827560782,0.420866609,-0.049380809,0.813231766,0.367897213,-0.05769217,0.903694391,0.593714476,-0.035437439,0.89630729,0.513321996,-0.049397111,0.888537705,0.46215564,-0.053743441,0.878608346,0.414936393,-0.056518212
Open_hand,0.184904084,0.842373729,5.67E-07,0.258701414,0.789415002,-0.022765156,0.316893637,0.708654404,-0.032037623,0.351134747,0.639878869,-0.041418966,0.37711069,0.585363388,-0.051571261,0.265623868,0.591813445,-0.013776498,0.295102417,0.497960091,-0.035876587,0.313737601,0.439597011,-0.055332821,0.330486923,0.389609098,-0.06876602,0.219703108,0.579399347,-0.019476956,0.234775022,0.468605608,-0.037926819,0.245314971,0.396435618,-0.056138471,0.254350394,0.33532542,-0.069394737,0.174759462,0.590478599,-0.029272418,0.17753458,0.486448407,-0.047538027,0.184444085,0.417210758,-0.06156465,0.194756076,0.356969059,-0.071649171,0.128219157,0.621982217,-0.041652068,0.118201204,0.546875477,-0.059340533,0.117715567,0.493243605,-0.066619411,0.121401206,0.44124797,-0.070980079
Open_hand,0.875418544,0.825714052,2.70E-07,0.797319293,0.791582048,-0.019673288,0.734267831,0.725553632,-0.027479894,0.694110334,0.667436004,-0.035635266,0.666177869,0.614380419,-0.043565188,0.766416192,0.603093624,-0.002183563,0.73073262,0.520375907,-0.020692457,0.709990621,0.469637334,-0.038643811,0.694436669,0.420933962,-0.052129142,0.810671806,0.577874184,-0.008725624,0.786983907,0.476160109,-0.023172971,0.77143985,0.41187644,-0.039367706,0.757358849,0.354602635,-0.051675115,0.856945813,0.575232804,-0.020047288,0.841145754,0.481509686,-0.036206551,0.828492522,0.4224298,-0.047094893,0.814683199,0.369760871,-0.054705333,0.904520273,0.590621948,-0.033892594,0.89717418,0.513106823,-0.047580954,0.88941741,0.463053942,-0.05128156,0.879961848,0.416544616,-0.053543258
Open_hand,0.175487101,0.814740658,6.22E-07,0.247899935,0.760278821,-0.025471792,0.305515468,0.686056137,-0.037531424,0.339763045,0.618861914,-0.049046036,0.363280565,0.560841739,-0.061241508,0.254845828,0.567575812,-0.020444311,0.282577276,0.472837389,-0.043844845,0.298625141,0.412857831,-0.06390135,0.311577916,0.360777229,-0.077565275,0.207018897,0.557372689,-0.025455168,0.218063056,0.445307612,-0.045326877,0.226302713,0.374388725,-0.064669706,0.233590856,0.313532293,-0.078744709,0.160448685,0.570038617,-0.034249432,0.163890392,0.466405392,-0.053748526,0.170001477,0.397842377,-0.067909434,0.178964764,0.338011682,-0.077713177,0.112538338,0.601376891,-0.045746069,0.1044624,0.521156549,-0.064290732,0.103403673,0.46643725,-0.071636438,0.106784314,0.41529274,-0.075485826
Open_hand,0.872951925,0.800546408,3.13E-07,0.794883907,0.767714381,-0.020590965,0.731764257,0.701542735,-0.029428791,0.692034006,0.641197205,-0.03805637,0.664408684,0.585362911,-0.046246763,0.766590476,0.578186572,-0.006920499,0.729025543,0.49421078,-0.025508413,0.708466172,0.443708003,-0.042709611,0.692009509,0.396246403,-0.055647369,0.809583008,0.553992152,-0.012994949,0.785464227,0.450368106,-0.027855352,0.769389749,0.388013572,-0.043963455,0.753983915,0.333982378,-0.056104448,0.854748011,0.552567124,-0.023456996,0.840209842,0.455717921,-0.040590368,0.828025699,0.397452533,-0.05194594,0.814473867,0.345332235,-0.059675187,0.901612818,0.569377422,-0.036236063,0.895716727,0.489446044,-0.05187818,0.889244676,0.43848598,-0.056556191,0.880318344,0.391609281,-0.059050169
Open_hand,0.162931368,0.772576511,6.65E-07,0.234659851,0.718308151,-0.025378188,0.290813029,0.645333469,-0.036211614,0.32741195,0.579054654,-0.046564829,0.350721776,0.520888209,-0.057219237,0.239958629,0.522206545,-0.015183791,0.266863763,0.428012729,-0.036598179,0.280122668,0.367998719,-0.055777993,0.290552109,0.315839559,-0.069226325,0.192895651,0.512289882,-0.018970191,0.203281417,0.402714074,-0.03838671,0.210668594,0.332606256,-0.057876658,0.217512295,0.273381978,-0.071743965,0.147437409,0.52547729,-0.026913999,0.150799125,0.424684763,-0.047368679,0.156830147,0.358451605,-0.06318292,0.165035754,0.300736517,-0.073547594,0.10113164,0.556864023,-0.03743773,0.094132379,0.479393631,-0.057956226,0.092015177,0.426577061,-0.067548774,0.093923435,0.376689315,-0.072511777
Open_hand,0.86749655,0.747178555,4.13E-07,0.789668381,0.718487024,-0.024870634,0.725722373,0.658437312,-0.03751149,0.685917258,0.602599502,-0.049079191,0.659623623,0.546607792,-0.060219746,0.758338988,0.533837616,-0.014006753,0.723267436,0.450237632,-0.034290623,0.704060376,0.398638248,-0.052578934,0.689045727,0.350013256,-0.066224985,0.802850187,0.509078026,-0.018691178,0.780675888,0.40485245,-0.035044633,0.768025637,0.340839237,-0.051614556,0.755762637,0.283792347,-0.064184062,0.848350704,0.507641196,-0.027937248,0.835657239,0.408751965,-0.046178062,0.826164901,0.348852158,-0.057523806,0.814028382,0.294408113,-0.065428734,0.895845294,0.524531066,-0.039764449,0.891786635,0.44579348,-0.055558514,0.886009276,0.394998431,-0.060127828,0.877091408,0.348097712,-0.062858753
Open_hand,0.154403672,0.755042076,6.09E-07,0.227923349,0.70655328,-0.026039077,0.28796193,0.632758558,-0.036427673,0.324783653,0.565229893,-0.046138719,0.349929363,0.512317479,-0.05624659,0.234945744,0.512331188,-0.015388349,0.26183942,0.418233246,-0.035694044,0.276568681,0.359299093,-0.054158688,0.287936538,0.308639228,-0.067051768,0.189061791,0.501243174,-0.018770581,0.20270288,0.389799953,-0.036388606,0.210247442,0.31766206,-0.055082012,0.215514123,0.257665098,-0.068712115,0.144446015,0.512142181,-0.026233183,0.149759024,0.409627944,-0.044278517,0.155611962,0.341853678,-0.05910702,0.16295886,0.283023566,-0.069341294,0.097199135,0.540932119,-0.036454037,0.093053289,0.463320613,-0.05413463,0.092934079,0.410459191,-0.061970536,0.095527232,0.359597921,-0.066365026
Open_hand,0.865508318,0.73051703,3.51E-07,0.787245929,0.707505167,-0.024888748,0.722070575,0.646175146,-0.036288783,0.682015121,0.588505268,-0.046314891,0.656995535,0.533908665,-0.055835083,0.756182909,0.519992054,-0.013985238,0.720603108,0.435711324,-0.033767812,0.700484514,0.384761393,-0.051513225,0.68494159,0.337431073,-0.064973593,0.799862444,0.495589852,-0.017977675,0.777035058,0.390870512,-0.033438779,0.762088776,0.327369124,-0.04954629,0.747828841,0.271563947,-0.062024683,0.845119178,0.493925333,-0.026426198,0.831484199,0.395219177,-0.043744497,0.821086824,0.33361572,-0.055335768,0.809231937,0.278622568,-0.063733906,0.89173907,0.509720981,-0.037455671,0.887252092,0.430965573,-0.053172633,0.881716073,0.379520059,-0.058344502,0.873796582,0.331076086,-0.061642803
Open_hand,0.157272696,0.754411101,5.78E-07,0.230370939,0.705779433,-0.026964722,0.288784325,0.632570565,-0.03710217,0.325493664,0.56577462,-0.046417356,0.35181886,0.512715161,-0.055786278,0.235020086,0.511465669,-0.013353581,0.26239261,0.417883098,-0.032354362,0.276560903,0.360312462,-0.050075736,0.287136406,0.310146779,-0.062749319,0.189535618,0.500259817,-0.016151726,0.204117537,0.390173376,-0.032807898,0.211578608,0.318721771,-0.050812956,0.216357663,0.258638769,-0.06422776,0.14487873,0.510766387,-0.023403946,0.150693387,0.408068329,-0.04109766,0.157377943,0.341163933,-0.055877388,0.164692596,0.283831298,-0.066200741,0.097458303,0.538673878,-0.033550277,0.092491001,0.461552322,-0.051094264,0.092470393,0.408784389,-0.059187293,0.094864741,0.357811987,-0.064023778
Open_hand,0.865102887,0.728862524,3.30E-07,0.788101196,0.705345988,-0.024358841,0.722945571,0.645646095,-0.03576754,0.682186961,0.589642942,-0.046083909,0.657753885,0.534739137,-0.055902388,0.756692171,0.519418895,-0.012865874,0.72044003,0.436767697,-0.033172961,0.699669182,0.386129886,-0.0512961,0.684574485,0.338967413,-0.06488768,0.800893426,0.494024515,-0.017516039,0.778383493,0.391068995,-0.032877449,0.763904929,0.325706095,-0.04859234,0.750916958,0.26895231,-0.06077414,0.846398413,0.491530538,-0.026851561,0.833203077,0.394284427,-0.0439643,0.823080301,0.33280772,-0.054652203,0.811377048,0.278569639,-0.062439557,0.892959297,0.50710392,-0.038833879,0.888859153,0.430231333,-0.053914294,0.883274853,0.37948373,-0.058068871,0.875350833,0.332370669,-0.06077271
Open_hand,0.153674081,0.743756056,6.14E-07,0.226962909,0.694420397,-0.025863856,0.286719531,0.621238828,-0.036125991,0.32514137,0.554866612,-0.045786437,0.350554287,0.502292097,-0.055582561,0.23320502,0.502088428,-0.01434433,0.261156887,0.408052266,-0.034169573,0.275994897,0.349629879,-0.052299216,0.287057638,0.299352646,-0.064956166,0.187457666,0.490354389,-0.017787933,0.201544359,0.378625005,-0.03533642,0.209543854,0.305659473,-0.054125827,0.214940876,0.244978517,-0.067769289,0.142774507,0.500623047,-0.025424179,0.146826625,0.398723066,-0.04362157,0.152902722,0.330497682,-0.059084166,0.160347253,0.272134572,-0.069565453,0.095775649,0.528150856,-0.035797063,0.090036951,0.449623883,-0.053681836,0.088516004,0.395710051,-0.062119137,0.089822851,0.344213367,-0.066879489
Open_hand,0.866890967,0.717980623,3.53E-07,0.788586974,0.69638896,-0.02533192,0.721693397,0.636024952,-0.036706332,0.679811895,0.579426229,-0.046593189,0.656533599,0.524009526,-0.055925712,0.753717959,0.511532128,-0.014249754,0.718275428,0.427481234,-0.033887655,0.697911918,0.375782609,-0.051499363,0.682520807,0.327790856,-0.06484244,0.797584951,0.485004187,-0.017893307,0.775075614,0.381173462,-0.032804266,0.760172546,0.316481173,-0.048560981,0.746159971,0.259548694,-0.060828812,0.843064666,0.481934369,-0.026009263,0.829707563,0.383783221,-0.042635348,0.819728196,0.321976393,-0.053967346,0.807900369,0.266804308,-0.062330268,0.889273584,0.496944457,-0.03675304,0.884504974,0.420135051,-0.052040968,0.87897402,0.369176626,-0.056970436,0.871428907,0.320822448,-0.060137548
Open_hand,0.151725188,0.73272568,6.54E-07,0.226411119,0.686749518,-0.027491281,0.287488878,0.612487674,-0.037708286,0.327544779,0.544392049,-0.047133751,0.357857764,0.493695974,-0.056748562,0.23565577,0.489788085,-0.013261128,0.267929047,0.396243155,-0.032851618,0.28613469,0.337080836,-0.051205654,0.299869478,0.286998808,-0.064170279,0.190445468,0.477037013,-0.015910951,0.206485391,0.365938783,-0.033399284,0.216111764,0.293280393,-0.052349463,0.223070845,0.233527988,-0.066181943,0.145623088,0.486134022,-0.023133408,0.152365267,0.382721066,-0.041917197,0.159120336,0.313892007,-0.057859663,0.167151988,0.255870432,-0.068543464,0.097106002,0.513126969,-0.033252869,0.092433907,0.433250099,-0.052208718,0.091912918,0.378358662,-0.061388992,0.094299883,0.325604141,-0.06654527
Open_hand,0.86227566,0.709336758,3.77E-07,0.784950495,0.684442222,-0.026658932,0.717625916,0.625357628,-0.038744435,0.675067842,0.570616603,-0.049081657,0.652322173,0.515441239,-0.05875916,0.751488209,0.50027585,-0.016033959,0.716739118,0.415617645,-0.036374163,0.695914984,0.363949805,-0.054264739,0.679720998,0.315920115,-0.067798488,0.795454919,0.474968195,-0.019411063,0.77412796,0.370481074,-0.035275657,0.759487033,0.305461884,-0.051402751,0.745307505,0.248129606,-0.063855812,0.840688348,0.472429037,-0.027437927,0.829069257,0.374898106,-0.045305192,0.818337142,0.312734127,-0.057323087,0.805339873,0.25736317,-0.065944679,0.886486411,0.487682939,-0.038147099,0.882267654,0.411263585,-0.05458441,0.875828624,0.359374225,-0.060283713,0.866550267,0.310198098,-0.063915119
Open_hand,0.1513405,0.724434614,6.19E-07,0.226419598,0.679801941,-0.027469952,0.287842333,0.609047353,-0.038277321,0.328279138,0.542277634,-0.048202977,0.358582228,0.49075827,-0.05815465,0.235684469,0.485542059,-0.01485524,0.268048584,0.392121345,-0.034486737,0.28514111,0.334264785,-0.052295126,0.297715545,0.284394801,-0.064830117,0.190435216,0.47190851,-0.017473849,0.207430005,0.359068155,-0.034895223,0.21707803,0.286507815,-0.052868586,0.223512843,0.226831436,-0.065982953,0.14551729,0.480293006,-0.024555501,0.151407078,0.376029909,-0.043035388,0.159441352,0.308226764,-0.057860684,0.168270364,0.2511051,-0.067810647,0.097387396,0.505756259,-0.034529082,0.0925304,0.426223785,-0.052974667,0.092094876,0.371372283,-0.061486907,0.094157137,0.318788111,-0.066255681
Open_hand,0.86451602,0.707591355,3.45E-07,0.787163436,0.685731292,-0.026325094,0.718880177,0.626359701,-0.037346464,0.675590217,0.571279764,-0.046842571,0.652322114,0.516113758,-0.055554125,0.751159251,0.499102265,-0.012642405,0.716130257,0.415551275,-0.031949926,0.695187151,0.364545047,-0.049866524,0.679004908,0.317145705,-0.063430198,0.795455456,0.472064704,-0.015753148,0.773094058,0.369589508,-0.029672908,0.757984102,0.303797483,-0.045000851,0.744269252,0.245934874,-0.057094604,0.841194391,0.468152165,-0.023715077,0.828900874,0.372614503,-0.038986437,0.817648351,0.311774015,-0.049598008,0.804758132,0.25731194,-0.057678718,0.8872298,0.482842773,-0.034628384,0.883077443,0.408978015,-0.04829523,0.876918197,0.359550118,-0.052172098,0.8689031,0.312730491,-0.054845691
Open_hand,0.151274472,0.72305131,6.10E-07,0.225836307,0.679161549,-0.027929546,0.28611201,0.610852718,-0.038915489,0.32646358,0.545373082,-0.048974942,0.355284095,0.493902206,-0.058886133,0.235540748,0.48496896,-0.013921835,0.26812458,0.391240776,-0.032926399,0.285418332,0.333767086,-0.050558317,0.297903389,0.283825815,-0.063076414,0.190536901,0.471109092,-0.016201047,0.208588868,0.358950913,-0.032785691,0.218241066,0.287023187,-0.050263565,0.22431834,0.227946967,-0.063187718,0.145435303,0.479234487,-0.023126567,0.15255256,0.374878645,-0.040942483,0.16057837,0.30722788,-0.055731591,0.168405905,0.25093624,-0.065810159,0.097058646,0.504415035,-0.033027157,0.092208147,0.425296903,-0.050904922,0.09112411,0.37067759,-0.059263445,0.091911837,0.318695039,-0.064074881
Open_hand,0.864694655,0.706378877,3.48E-07,0.787204385,0.684407711,-0.026515555,0.718686581,0.626044095,-0.037622865,0.675346017,0.570835531,-0.047189791,0.651956439,0.515484929,-0.055973377,0.751431644,0.498373508,-0.012851601,0.716255128,0.414707094,-0.032079972,0.695215523,0.363853842,-0.049947504,0.678871512,0.316487372,-0.063538104,0.795808375,0.471174479,-0.015945911,0.773225665,0.368829697,-0.029797394,0.758112133,0.303074419,-0.045083135,0.744455278,0.245233834,-0.057252318,0.841499209,0.467286021,-0.023925446,0.829365671,0.371731222,-0.039222535,0.818376362,0.310858488,-0.049744751,0.805710673,0.25635922,-0.057829607,0.887337923,0.482086211,-0.034882717,0.883063555,0.408172399,-0.048590049,0.876878381,0.358882666,-0.052416068,0.868722796,0.312327743,-0.055119563
Open_hand,0.857793331,0.685069025,4.02E-07,0.778895259,0.662432194,-0.026294626,0.711501718,0.606677055,-0.038018055,0.671363056,0.549689889,-0.047925189,0.646804869,0.495066792,-0.056975044,0.747905076,0.477810025,-0.0143324,0.713413954,0.393417776,-0.032701645,0.693273664,0.34233129,-0.049492262,0.677456558,0.295467496,-0.062125612,0.790777564,0.453001618,-0.017203771,0.768935859,0.348567754,-0.030513305,0.754367352,0.284582675,-0.044874944,0.741586983,0.230079502,-0.05630336,0.834714413,0.45060119,-0.024832269,0.823903382,0.353344262,-0.039875492,0.812338591,0.292737007,-0.050693925,0.799948275,0.239580363,-0.058903478,0.879916549,0.46548,-0.035352711,0.876754522,0.387772053,-0.049290344,0.870803356,0.337470055,-0.053975295,0.862775505,0.290607393,-0.057097796
Open_hand,0.857581019,0.68083334,3.55E-07,0.779915035,0.65797478,-0.026559582,0.71303767,0.601160824,-0.038364213,0.672299385,0.545794189,-0.048483659,0.646757126,0.490354091,-0.057785545,0.747423649,0.473343849,-0.014267091,0.713421524,0.390582204,-0.033474501,0.69287765,0.340873718,-0.051049981,0.676266789,0.294214249,-0.064367294,0.791532278,0.447573632,-0.017664438,0.770324826,0.345718324,-0.031957008,0.754980683,0.280934036,-0.04717239,0.740852237,0.22457245,-0.059219249,0.836197019,0.445105433,-0.025903273,0.82598871,0.349593401,-0.04188589,0.814379871,0.289111495,-0.052846167,0.801167071,0.235192776,-0.061133418,0.881358624,0.46067065,-0.037032019,0.877987742,0.386311948,-0.051459149,0.871667683,0.336928368,-0.055794667,0.863071501,0.290772676,-0.058779761
Open_hand,0.856668949,0.681229472,3.40E-07,0.780283093,0.659475267,-0.025808806,0.713637829,0.601172805,-0.036837619,0.672935128,0.545758426,-0.046256423,0.64800632,0.491739869,-0.054922909,0.747209668,0.473825455,-0.013155544,0.713037491,0.390987158,-0.031652916,0.693440378,0.341063976,-0.048586629,0.678892016,0.294292927,-0.061484724,0.791051507,0.447784364,-0.016511487,0.769332051,0.346819401,-0.030146869,0.754994869,0.282479644,-0.044883218,0.742825687,0.226324201,-0.056606397,0.835663974,0.444919348,-0.02463964,0.824295282,0.350007653,-0.040021263,0.813632846,0.289622664,-0.050815456,0.801729143,0.235604227,-0.0591265,0.881162465,0.459958464,-0.035598736,0.877891302,0.38631326,-0.049746487,0.871798158,0.33686769,-0.054344781,0.863486767,0.290109664,-0.057632916
Open_hand,0.857342601,0.679631352,3.48E-07,0.782316446,0.65858686,-0.027744699,0.716312289,0.603895903,-0.041128468,0.674000204,0.550103545,-0.052544989,0.647941113,0.495667756,-0.063142188,0.747651637,0.474703521,-0.016667865,0.712577879,0.39264819,-0.03656885,0.692616165,0.343281239,-0.054421071,0.677705646,0.296457529,-0.067936845,0.79153955,0.448031127,-0.019651202,0.769483387,0.34737128,-0.03474677,0.754703164,0.28322655,-0.050386455,0.741532326,0.226517528,-0.062774047,0.836109459,0.445201308,-0.02741803,0.824877441,0.35150969,-0.043911994,0.813911259,0.290538013,-0.055151202,0.801498473,0.235917151,-0.06374903,0.881288767,0.460376531,-0.038109522,0.876916707,0.387152195,-0.053031631,0.870383024,0.337568104,-0.057822485,0.861697018,0.290872455,-0.061216094
Open_hand,0.857200384,0.67953527,3.53E-07,0.782058775,0.658646047,-0.028122809,0.715912104,0.603798747,-0.041561224,0.673609972,0.549874663,-0.052959602,0.647691548,0.494930834,-0.063440181,0.747695386,0.474544168,-0.0168777,0.712466121,0.392641306,-0.036907863,0.692533374,0.343252957,-0.054809295,0.677588284,0.296344399,-0.068302028,0.791632652,0.447814077,-0.019588659,0.769596398,0.347725093,-0.03471785,0.754796505,0.28358835,-0.050300989,0.741644323,0.226754606,-0.062603533,0.836261094,0.444947928,-0.027116951,0.825332761,0.351829857,-0.043612406,0.81437093,0.29128325,-0.054669358,0.801937222,0.23696202,-0.063043997,0.881394982,0.460123688,-0.037612185,0.87685281,0.387005419,-0.052483443,0.87013787,0.337516218,-0.057120267,0.86130476,0.29087168,-0.060317725
Open_hand,0.856622875,0.681668878,3.41E-07,0.782274306,0.659962475,-0.026300302,0.715419412,0.602675259,-0.038511075,0.673576415,0.54872638,-0.049014293,0.648212254,0.494890034,-0.058680337,0.74678272,0.474695355,-0.014883075,0.712436378,0.392841488,-0.034441717,0.692253947,0.343336344,-0.052072257,0.677104235,0.297094047,-0.065331936,0.790692925,0.448280573,-0.018320804,0.768795192,0.34834528,-0.032966807,0.754279375,0.283788085,-0.048147567,0.741691351,0.226890266,-0.060070042,0.835593998,0.445284754,-0.026475947,0.824273825,0.351879001,-0.04251679,0.813497543,0.291828632,-0.053138211,0.801344573,0.238049746,-0.061150339,0.881186366,0.460415423,-0.037472747,0.876774251,0.387177795,-0.051879898,0.87013495,0.338110805,-0.056066953,0.861401916,0.292016476,-0.058883201
Open_hand,0.854413569,0.682497263,3.41E-07,0.777715266,0.660434306,-0.026430331,0.712099254,0.60229224,-0.038062714,0.672475636,0.546342015,-0.048105139,0.648591399,0.490898699,-0.057406001,0.748047829,0.475508034,-0.01392708,0.713654697,0.392860949,-0.03327895,0.693650424,0.34271279,-0.050683379,0.678506255,0.295767844,-0.063777968,0.7922104,0.449607164,-0.017291307,0.771251082,0.348524958,-0.031879235,0.756522954,0.283502102,-0.047248892,0.743719399,0.226743549,-0.059275892,0.836856842,0.447008342,-0.025465706,0.826850712,0.35312739,-0.041686654,0.816069245,0.292773068,-0.05261527,0.803800702,0.238804281,-0.060736816,0.882219315,0.462337852,-0.036508918,0.879197955,0.388537705,-0.051202253,0.87293607,0.33884275,-0.055708919,0.864362359,0.292266726,-0.058717269
Open_hand,0.858327627,0.68230629,3.41E-07,0.782228827,0.659308493,-0.025942883,0.716122329,0.60316956,-0.037815955,0.675676107,0.547882617,-0.048122793,0.650429606,0.493547946,-0.057689749,0.750069439,0.47608307,-0.013428761,0.715466559,0.392875254,-0.032671679,0.695443034,0.342636049,-0.050248928,0.68058759,0.295970529,-0.063457012,0.794017851,0.450108618,-0.016982589,0.772239685,0.34873271,-0.031547006,0.757820547,0.283535063,-0.047220416,0.745501816,0.226690888,-0.059495144,0.838574052,0.447339594,-0.02530502,0.827556968,0.352085739,-0.041587792,0.816899598,0.291556656,-0.05301604,0.805016875,0.237912506,-0.06152603,0.883945763,0.46243602,-0.036391027,0.880570829,0.388393015,-0.051127445,0.874395072,0.339165807,-0.055842392,0.866128802,0.293117762,-0.059022427
Open_hand,0.859056056,0.682212472,3.38E-07,0.782335937,0.659744203,-0.026030039,0.715761781,0.602331877,-0.037856575,0.675427437,0.546805322,-0.048032295,0.651620388,0.491769284,-0.057479147,0.750898302,0.475102484,-0.01452799,0.716804564,0.391600072,-0.033781335,0.697293043,0.341622621,-0.051094301,0.682792664,0.294842958,-0.064104989,0.795049131,0.449113965,-0.017973401,0.77380687,0.347825527,-0.032383919,0.759645522,0.2833727,-0.047565572,0.747236848,0.227022082,-0.05950832,0.839695096,0.446191788,-0.026128843,0.829502463,0.352180362,-0.042117026,0.818894386,0.291600823,-0.053277876,0.806659043,0.237790376,-0.061691206,0.884964645,0.461265415,-0.037062313,0.8812114,0.387669027,-0.051607419,0.874647796,0.338458359,-0.056274533,0.865664423,0.292602241,-0.05948006
Open_hand,0.85883522,0.682133794,3.35E-07,0.782231629,0.659805775,-0.025989832,0.715748668,0.602293015,-0.037756369,0.675553143,0.546589434,-0.04788075,0.651705384,0.491816252,-0.057311304,0.750856578,0.474930644,-0.014349075,0.716786504,0.391733199,-0.033536319,0.69732368,0.34195292,-0.05089004,0.682939947,0.295261025,-0.063955843,0.795009971,0.44882068,-0.017789371,0.773543775,0.347605109,-0.032125115,0.759430707,0.283196688,-0.047304813,0.747217059,0.226871341,-0.059284247,0.839659989,0.445922941,-0.025946124,0.829293668,0.351906002,-0.041855708,0.818784058,0.291257679,-0.053035852,0.806758165,0.237438351,-0.061506361,0.884949446,0.461061686,-0.036891468,0.881105363,0.387450635,-0.051394138,0.874507666,0.338272929,-0.056094415,0.86554873,0.292430878,-0.059355292
Open_hand,0.8593449,0.681728482,3.43E-07,0.783105493,0.657844782,-0.026256418,0.717778325,0.601842999,-0.039104141,0.678305686,0.547394693,-0.050279818,0.654745877,0.491791844,-0.060779918,0.752625108,0.47480464,-0.017082077,0.71770668,0.391245335,-0.037753399,0.697410345,0.340787649,-0.055803131,0.681908667,0.293948412,-0.069138847,0.796907485,0.449758261,-0.020881353,0.775957704,0.347935289,-0.036621828,0.761325002,0.283008277,-0.052363079,0.748038948,0.226279557,-0.064545006,0.841605425,0.44760105,-0.029270828,0.831316769,0.353633225,-0.046171378,0.820778251,0.292733788,-0.05716544,0.808618903,0.238504708,-0.06530492,0.886648417,0.46318832,-0.040436577,0.88344574,0.389472246,-0.055342294,0.877444863,0.34015429,-0.059581421,0.869042754,0.294301718,-0.062354926
Open_hand,0.864246011,0.678945065,3.51E-07,0.788439035,0.655851364,-0.026757946,0.72167623,0.59949249,-0.039726883,0.681147337,0.543982267,-0.050851844,0.656636119,0.488455176,-0.061223011,0.755728722,0.474720418,-0.01800306,0.72115463,0.390944064,-0.038948927,0.701186299,0.339792788,-0.057008699,0.686165333,0.291844308,-0.070324838,0.800042391,0.448997676,-0.021352742,0.779371023,0.346702635,-0.03724255,0.765050292,0.281064361,-0.052886512,0.752297282,0.22350049,-0.064969935,0.844795048,0.446513176,-0.029250428,0.834096313,0.352508545,-0.046230689,0.823532879,0.291451097,-0.057183165,0.811770678,0.237425536,-0.06520611,0.890118361,0.46171242,-0.039944649,0.886447847,0.387803793,-0.055055182,0.879942536,0.337902367,-0.059637148,0.871405423,0.291550279,-0.062571578
